Date,Jour Mois,Jour Semaine,Price,Fear and Greed
30.11.2024,30,sam.,"96405,70",84
01.12.2024,1,dim.,"97201,40",81
02.12.2024,2,lun.,"95846,60",80
03.12.2024,3,mar.,"95898,70",76
04.12.2024,4,mer.,"98635,80",78
05.12.2024,5,jeu.,"96970,80",84
06.12.2024,6,ven.,"99760,70",72
07.12.2024,7,sam.,"99837,00",75
08.12.2024,8,dim.,"101115,80",79
09.12.2024,9,lun.,"97359,40",78
10.12.2024,10,mar.,"96600,30",78
11.12.2024,11,mer.,"101126,20",74
12.12.2024,12,jeu.,"100009,90",83
13.12.2024,13,ven.,"101426,20",76
14.12.2024,14,sam.,"101417,70",83
15.12.2024,15,dim.,"104443,00",80
16.12.2024,16,lun.,"106057,60",83
17.12.2024,17,mar.,"106138,90",87
18.12.2024,18,mer.,"100197,80",81
19.12.2024,19,jeu.,"97466,10",75
20.12.2024,20,ven.,"97795,70",74
21.12.2024,21,sam.,"97253,30",73
22.12.2024,22,dim.,"95183,80",73
23.12.2024,23,lun.,"94852,10",70
24.12.2024,24,mar.,"98668,10",73
25.12.2024,25,mer.,"99391,30",73
26.12.2024,26,jeu.,"95777,70",79
27.12.2024,27,ven.,"94275,90",74
28.12.2024,28,sam.,"95284,50",72
29.12.2024,29,dim.,"93716,30",73
30.12.2024,30,lun.,"92779,80",65
31.12.2024,31,mar.,"93557,20",64
01.01.2025,1,mer.,"94560,20",66
02.01.2025,2,jeu.,"96960,00",70
03.01.2025,3,ven.,"98167,50",74
04.01.2025,4,sam.,"98219,90",73
05.01.2025,5,dim.,"98347,70",72
06.01.2025,6,lun.,"102248,70",76
07.01.2025,7,mar.,"96929,80",78
08.01.2025,8,mer.,"95066,60",70
09.01.2025,9,jeu.,"92539,80",69
10.01.2025,10,ven.,"94724,10",50
11.01.2025,11,sam.,"94612,00",69
12.01.2025,12,dim.,"94541,80",62
13.01.2025,13,lun.,"94536,10",61
14.01.2025,14,mar.,"96542,10",63
15.01.2025,15,mer.,"100499,80",70
16.01.2025,16,jeu.,"100004,50",75
17.01.2025,17,ven.,"104084,90",75
18.01.2025,18,sam.,"104536,90",77
19.01.2025,19,dim.,"101319,50",77
20.01.2025,20,lun.,"102197,70",76
21.01.2025,21,mar.,"106157,20",76
22.01.2025,22,mer.,"103684,80",84
23.01.2025,23,jeu.,"103912,10",75
24.01.2025,24,ven.,"104862,30",75
25.01.2025,25,sam.,"104742,90",75
26.01.2025,26,dim.,"102637,80",73
27.01.2025,27,lun.,"102091,70",71
28.01.2025,28,mar.,"101349,30",72
29.01.2025,29,mer.,"103722,00",72
30.01.2025,30,jeu.,"104726,90",70
31.01.2025,31,ven.,"102424,20",76
01.02.2025,1,sam.,"100648,00",68
02.02.2025,2,dim.,"97684,90",60
03.02.2025,3,lun.,"101337,10",44
04.02.2025,4,mar.,"97793,40",72
05.02.2025,5,mer.,"96595,30",54
06.02.2025,6,jeu.,"96568,80",49
07.02.2025,7,ven.,"96513,50",44
08.02.2025,8,sam.,"96447,90",44
09.02.2025,9,dim.,"96469,20",46
10.02.2025,10,lun.,"97434,70",43
11.02.2025,11,mar.,"95771,70",47
12.02.2025,12,mer.,"97881,30",46
13.02.2025,13,jeu.,"96610,20",50
14.02.2025,14,ven.,"97504,60",48
15.02.2025,15,sam.,"97573,40",50
16.02.2025,16,dim.,"96132,10",54
17.02.2025,17,lun.,"95781,30",51
18.02.2025,18,mar.,"95638,00",47
19.02.2025,19,mer.,"96644,80",44
20.02.2025,20,jeu.,"98310,30",49
21.02.2025,21,ven.,"96155,60",55
22.02.2025,22,sam.,"96556,10",49
23.02.2025,23,dim.,"96258,80",50
24.02.2025,24,lun.,"91508,50",49
25.02.2025,25,mar.,"88686,00",25
26.02.2025,26,mer.,"84212,70",21
27.02.2025,27,jeu.,"84714,60",10
28.02.2025,28,ven.,"84381,20",16
01.03.2025,1,sam.,"86071,60",20
02.03.2025,2,dim.,"94265,10",26
03.03.2025,3,lun.,"86209,70",33
04.03.2025,4,mar.,"87266,30",15
05.03.2025,5,mer.,"90611,70",20
06.03.2025,6,jeu.,"89930,90",25
07.03.2025,7,ven.,"86531,20",34
08.03.2025,8,sam.,"86221,90",28
09.03.2025,9,dim.,"80691,60",27
10.03.2025,10,lun.,"78575,90",20
11.03.2025,11,mar.,"82921,10",24
12.03.2025,12,mer.,"83664,30",34
13.03.2025,13,jeu.,"81100,20",45
14.03.2025,14,ven.,"83977,10",27
15.03.2025,15,sam.,"84341,30",46
16.03.2025,16,dim.,"82578,40",30
17.03.2025,17,lun.,"84019,10",32
18.03.2025,18,mar.,"82719,10",34
19.03.2025,19,mer.,"86841,00",32
20.03.2025,20,jeu.,"84208,10",49
21.03.2025,21,ven.,"84073,30",31
22.03.2025,22,sam.,"83840,50",32
23.03.2025,23,dim.,"86077,40",30
24.03.2025,24,lun.,"87490,00",45
25.03.2025,25,mar.,"87404,00",46
26.03.2025,26,mer.,"86912,00",47
27.03.2025,27,jeu.,"87228,20",40
28.03.2025,28,ven.,"84410,40",44
29.03.2025,29,sam.,"82645,70",26
30.03.2025,30,dim.,"82371,60",32
31.03.2025,31,lun.,"82548,80",34
01.04.2025,1,mar.,"85164,20",34
02.04.2025,2,mer.,"82525,00",44
03.04.2025,3,jeu.,"83159,40",25
04.04.2025,4,ven.,"83866,70",28
05.04.2025,5,sam.,"83552,10",30
06.04.2025,6,dim.,"78391,30",34
07.04.2025,7,lun.,"79162,50",23
08.04.2025,8,mar.,"76312,50",24
09.04.2025,9,mer.,"82607,00",18
10.04.2025,10,jeu.,"79607,50",39
11.04.2025,11,ven.,"83413,10",25
12.04.2025,12,sam.,"85292,70",43
13.04.2025,13,dim.,"83734,40",45
14.04.2025,14,lun.,"84586,40",31
15.04.2025,15,mar.,"83647,00",38
16.04.2025,16,mer.,"84032,20",29
17.04.2025,17,jeu.,"84940,00",30
18.04.2025,18,ven.,"84474,60",33
19.04.2025,19,sam.,"85068,10",32
20.04.2025,20,dim.,"85179,00",37
21.04.2025,21,lun.,"87516,00",39
22.04.2025,22,mar.,"93441,90",47
23.04.2025,23,mer.,"93697,70",72
24.04.2025,24,jeu.,"93980,30",63
25.04.2025,25,ven.,"94676,90",60
26.04.2025,26,sam.,"94631,40",65
27.04.2025,27,dim.,"93742,50",61
28.04.2025,28,lun.,"94995,00",54
29.04.2025,29,mar.,"94269,80",60
30.04.2025,30,mer.,"94184,40",56
01.05.2025,1,jeu.,"96499,30",53
02.05.2025,2,ven.,"96894,40",67
03.05.2025,3,sam.,"95885,80",65
04.05.2025,4,dim.,"94316,90",64
05.05.2025,5,lun.,"94745,20",52
06.05.2025,6,mar.,"96825,40",59
07.05.2025,7,mer.,"97035,10",67
08.05.2025,8,jeu.,"103274,30",65
09.05.2025,9,ven.,"102975,10",73
10.05.2025,10,sam.,"104798,00",70
11.05.2025,11,dim.,"104119,20",70
12.05.2025,12,lun.,"102795,00",70
13.05.2025,13,mar.,"104119,20",70
14.05.2025,14,mer.,"103513,90",73
15.05.2025,15,jeu.,"103765,40",70
16.05.2025,16,ven.,"103480,50",71
17.05.2025,17,sam.,"103112,60",74
18.05.2025,18,dim.,"106504,50",74
19.05.2025,19,lun.,"105585,80",74
20.05.2025,20,mar.,"106815,80",71
21.05.2025,21,mer.,"109640,10",70
22.05.2025,22,jeu.,"111702,70",72
23.05.2025,23,ven.,"107313,40",78
24.05.2025,24,sam.,"107763,00",66
25.05.2025,25,dim.,"109021,10",74
26.05.2025,26,lun.,"109455,30",73
27.05.2025,27,mar.,"108944,00",74
28.05.2025,28,mer.,"107786,70",71
29.05.2025,29,jeu.,"105600,00",74
30.05.2025,30,ven.,"103981,30",60
31.05.2025,31,sam.,"104598,00",50
01.06.2025,1,dim.,"105635,20",56
02.06.2025,2,lun.,"105845,60",64
03.06.2025,3,mar.,"105388,30",64
04.06.2025,4,mer.,"104695,60",62
05.06.2025,5,jeu.,"104797,20",57
